future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader,Date,^GSPC_Close,EURUSD=X_Close,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,mean_future,mean_influential,mean_trustworthy,mean_clickbait,norm_rsi_14,norm_rsi_gspc_14,norm_slowk_14,vwap_14,norm_roc_14,log_return_1,log_return_5,log_return_10,log_return_20,log_return_gspc_1,log_return_gspc_5,log_return_gspc_10,log_return_gspc_20,target_1,target_5,target_10,target_20,minmax_^GSPC_Volume,minmax_NFLX_Volume,minmax_daily_variation,minmax_high_close_pressure,minmax_low_open_pressure,minmax_low_norm,minmax_close_norm,minmax_high_norm,minmax_open_norm
0.3674109081427256,0.9622843000623916,0.8191168308258057,0.3113694505559073,-0.3071917583333333,0.5784767805339975,0.3332444444444444,-0.1162162060180174,0.2141540625620197,0.1223541585044728,-0.3006527991063754,0.5545125966282114,0.3249948755900065,-0.2431394353835828,0.4530802500034501,0.2947344030559062,-0.0833290118874183,0.1718658807467946,0.1259955905058317,2023-07-10,4409.52978515625,1.0969723463058472,438.5199890136719,444.4100036621094,436.8200073242188,441.7099914550781,0.073430671682825,0.1929515577039474,0.1682250725585911,0.0715108197884026,0.6499071021985563,0.5898455039123881,0.765391196370983,431.6968085541338,0.0161260157607454,0.0082063300502399,0.0006114228023523,0.0601125138424922,0.0409908379109147,0.0024021386106269,-0.0103913934586135,0.0184731121462267,0.0161402446436387,-0.003401672431714,0.0187051217774927,-0.0306662420901524,-0.0021530070259707,0.2083588269008931,0.0224412813596941,0.0716940388498229,0.0670689341299982,0.9709222795833254,0.6604899709364624,0.6129239520081073,0.5353911909855937,0.5806153906028544
0.4663000591099262,0.9757766202092172,0.790282592177391,0.2993681486696005,0.369244779875,0.5578660443425179,0.1950875,0.1765251282311988,0.2590861837472256,0.0860007656343281,0.3615267437973744,0.5452285900465581,0.1929218414001167,0.296947774217306,0.4366484936070359,0.1847130647085607,0.1031087091911608,0.1733056066979363,0.0695977872110903,2023-07-11,4439.259765625,1.100594401359558,438.6499938964844,440.7999877929688,431.0400085449219,440.2099914550781,0.1738706925375841,0.3665590584146831,0.3061031108443008,0.1153373677000624,0.6354115028887923,0.630664483359191,0.7273876505486128,432.3432153382701,0.0371303540930508,-0.003401672431714,-0.0027902496293616,0.0539738486433982,0.0102290556869837,0.0067195839982545,-0.0036718094603589,0.0138019626202989,0.0159512579159848,0.0086852748441295,0.0756417706555092,-0.0288298225961955,-0.0043482867962607,0.231891908885788,0.0248856361416287,0.1069053606012301,0.0146513033296192,0.8698718664791669,0.6192026674260047,0.5995678923572498,0.5070219754511904,0.5770615636966676
0.3153871066040463,0.9777410361501906,0.8481752077738444,0.2663265806105401,0.1711633072222222,0.7518200615627898,0.4207444444444444,0.0383758025476751,0.2280866535388672,0.1173073462115393,0.1721819627096855,0.7374672835088565,0.4156357856723997,0.1677137876854869,0.6375951334244427,0.3771652438733313,0.0611010208881435,0.2105164750570655,0.083532695669598,2023-07-12,4472.16015625,1.101406455039978,444.5499877929688,445.4100036621094,437.75,444.0499877929688,0.1279232674326938,0.4417616772969805,0.3941580549944203,0.1183833972049356,0.6565316001557971,0.6698251252074914,0.8246766350717877,433.7520179563569,0.0510556150485867,0.0086852748441295,-0.0041575567310543,0.032524103313432,0.0072098097130632,0.0073839052353896,0.0056823538726433,0.021540007244079,0.0225160731712481,0.014154540493438,0.0728154749535496,-0.0493453767121634,-0.0347133639220862,0.2676921328261221,0.0336448895271244,0.0711433047222172,0.0333248685232944,0.8852657614182281,0.6531369322165914,0.6143844199687742,0.5280119380196702,0.6071331886496698
0.3900538765721851,0.9806220531463624,0.9110887116856046,0.2575259945458836,0.3516183868888889,0.579456377050115,0.5525444444444445,0.1340106332260746,0.2155133015347666,0.2175961631640791,0.3458949865954757,0.5685318756860852,0.5425149811320834,0.3270056018498133,0.5424502304473258,0.515550455117888,0.0777878631139069,0.1616508821819309,0.1344832786763707,2023-07-13,4510.0400390625,1.1144545078277588,447.0,451.6700134277344,441.1799926757813,450.3800048828125,0.18904003264164,0.4856472811378814,0.4616687624716757,0.1246406746574028,0.6885593885608696,0.7081890139045158,0.967886280465338,436.15222565884017,0.0621669179569991,0.014154540493438,0.0259568081034187,0.0504079184267007,0.0114108666351144,0.0084344829896263,0.022070898038164,0.0255109221192153,0.0188459756672845,-0.0189854319858824,-0.0291978190757493,-0.0862325186645831,-0.0463529601789423,0.2579267865045719,0.0368681978769162,0.1155807396555808,0.0314362066740316,0.9023389216195528,0.659546601319736,0.638106980068168,0.5529751394875513,0.6070666481315921
0.3613548764267137,0.9792589205077716,0.8821389024598258,0.292774137109518,0.1052526191592856,0.6070655452034303,0.3026232857142857,0.0354986346779398,0.232643853288137,0.1163260175476414,0.1039637036312919,0.5956240859276175,0.2965588220460243,0.0986796678112102,0.5407538732375929,0.2807079061033981,0.0350052409295903,0.1770265978878694,0.0917780684837634,2023-07-14,4505.419921875,1.1223469972610474,452.7900085449219,456.4800109863281,439.7000122070313,441.9100036621094,0.1281561685045728,0.332048870534978,0.3067138157174004,0.1012699691004077,0.6069969922855686,0.6975432027114222,0.6760781732879663,438.0053492936793,0.0624368925043738,-0.0189854319858824,0.0086590409702109,0.0032185282488077,0.0227732781390344,-0.0010249321969073,0.0239151786369902,0.0122916396604217,0.021499419938129,0.0182524108575217,-0.0331519613450357,-0.0371834716412387,-0.0469069389450211,0.2347008365114642,0.0446456215466581,0.2124224509814975,0.3505161287774359,0.7831556067265548,0.6382993422047152,0.5747726260493864,0.5719096112185253,0.6329838184011511
0.3605805180966854,0.9787348330020904,0.8901745855808259,0.2491929292678833,0.1575875097,0.6047256825491786,0.63719,0.0696177879288431,0.2230037296039743,0.2303526136122644,0.1563771283803417,0.5950384885433854,0.624761019924283,0.1457990142422093,0.5497055518409825,0.589509977849126,0.0530395180435709,0.1444256783841691,0.1609338197901844,2023-07-17,4522.7900390625,1.1227755546569824,445.5700073242188,456.6799926757813,445.1099853515625,450.0499877929688,0.1743247103816939,0.4587255456160033,0.4283381813107725,0.1194663387393081,0.6499156418035004,0.7148959183319781,0.8037878308933106,440.4081173765919,0.0790495882856048,0.0182524108575217,0.0187051217774927,0.0193165445798451,0.0410256889965561,0.0038479695744211,0.0253610096007843,0.0149696161421708,0.0253473895125502,0.0535349764463024,-0.0493713638676451,-0.0249275841882941,-0.0507496186956366,0.2214953700456828,0.0424260959286239,0.1333875678561912,0.1620850540657793,0.9922559502571918,0.6571845602210904,0.6094457718381237,0.5569008290764312,0.5686975118108526
0.3891942873597145,0.9833096981048584,0.9026005268096924,0.2873595088720321,0.3977328108,0.7674908946268261,0.3657,0.1827358140915884,0.3057563447582766,0.1468944693420827,0.3923353427424546,0.7560415059683103,0.3588434090131521,0.3926821795320413,0.7035790813827282,0.3493737023854256,0.0986974997422442,0.2182646402212222,0.0980984101405739,2023-07-18,4554.97998046875,1.123759627342224,451.0,478.1499938964844,448.7799987792969,474.7999877929688,0.2117955427306492,0.502406752574639,0.481878321100065,0.1383535167013467,0.7421282443318066,0.7441866019691921,0.9355768057016236,445.7343054360262,0.1045970403827563,0.0535349764463024,0.0756417706555092,0.0728515210261475,0.0882374709494211,0.0070920669414284,0.0257334925439582,0.0220616830835993,0.0371858102892144,0.0058589791421699,-0.1044715932517048,-0.0792602135785314,-0.1138679505826081,0.2882143539466461,0.0901564947240846,0.4123745870479957,0.0809122219946516,0.9630782583763812,0.6465222864789939,0.7251675716177082,0.6595361521957486,0.5689683574851929
0.3693620234727859,0.976597374677658,0.7871934592723846,0.3216050878167152,-0.0235275064,0.7667873653583228,0.25228,-0.0241496268699676,0.2816552611815485,0.0848157268962264,-0.0142896487648465,0.7515137888545614,0.2493850534063577,0.0292139790504853,0.5993446937099468,0.2186478347617387,0.0254729975244144,0.2597798536201897,0.0842219403523206,2023-07-19,4565.72021484375,1.1228890419006348,476.8599853515625,485.0,470.0,477.5899963378906,0.1141071204026024,0.3288697311653575,0.2824021691740569,0.1231582638323082,0.7501186072257667,0.7532937921716966,0.8634855595292376,453.16719162689947,0.1152391351319302,0.0058589791421699,0.0728154749535496,0.0686579182224953,0.1179583742242229,0.0023551348272334,0.0207047221358021,0.0263870760084454,0.0448000314833727,-0.087858753535861,-0.1221608516657131,-0.1056652969786302,-0.1393903166741816,0.2913171125723393,0.1491995097664426,0.1724977142350334,0.1692671231096119,0.8920959328197897,0.7306174581536529,0.694938517454573,0.6524243247160086,0.6870419374316605
0.3264350609646903,0.9699403974745008,0.7947449816597832,0.3545727597342597,-0.6908530318888889,0.8616355570654074,-0.0493222222222222,-0.2401114448005016,0.2836972948479179,0.0137236093464824,-0.668415560009535,0.8345437514536653,-0.0455076112700833,-0.5539490076932229,0.6820043629136726,-0.0388037868135505,-0.2605968422650712,0.3038315882829971,-0.0125885194351275,2023-07-20,4534.8701171875,1.120523452758789,447.0,448.5,432.0,437.4200134277344,0.0191031531312995,0.0402068600580156,0.0297505228022997,0.0102154088609328,0.506684607467703,0.6785662275246253,0.1234342733549715,451.2314719599829,-0.0069694587271033,-0.087858753535861,-0.0291978190757493,-0.0032410109723306,0.0347517282289313,-0.006779827396258,0.0054904117499177,0.0275613097880818,0.0343162736997797,-0.0229395742551687,-0.0570346995888337,-0.0147857725282358,-0.0819573006853007,0.2485241945040302,0.1718580502845186,0.2113795606298132,0.2700080935140871,0.7482965064990936,0.5093232296948926,0.4691829009956478,0.4335426007519465,0.5071406850697855
0.28365024831146,0.9733024370670318,0.7680585289001465,0.3324912293255329,-0.28598121139,0.6878833481343463,0.0343919999999999,-0.0648686018623359,0.1825272819589965,0.0146029015540964,-0.283121950780246,0.6708549175046802,0.0333860834031104,-0.1795354131302215,0.5253612814771869,0.034616957799673,-0.0947570494487798,0.2251171715575367,0.0005349689449667,2023-07-21,4536.33984375,1.113709807395935,437.3699951171875,438.239990234375,423.1900024414063,427.5,0.0440871938835856,0.1403730167091815,0.1268142753822128,0.0436316970179078,0.4664285091340235,0.6801939031613575,0.069729780437347,448.7317273732965,-0.031578475816216,-0.0229395742551687,-0.0331519613450357,-0.0244929203748247,0.0081736903559255,0.0003240420146131,0.0068393859614381,0.0307545645984284,0.0423286037708958,0.0020330083349122,-0.0040315102962029,0.0095449591487675,-0.0552283920093978,0.2253587035644239,0.1212449933876002,0.1935484559096881,0.2674853321892185,0.7568173828157061,0.4696506803078701,0.4245495060509481,0.3838342864171076,0.4606278594797715
