Date,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Adj Close,NFLX_Volume,is_weekend
2023-11-07,436.1799926757813,437.6400146484375,431.0,434.6099853515625,434.6099853515625,3291100.0,False
2023-11-08,435.0,438.0700073242188,433.6799926757813,436.6499938964844,436.6499938964844,2356800.0,False
2023-11-09,438.0299987792969,440.3800048828125,434.3500061035156,435.1499938964844,435.1499938964844,2735500.0,False
2023-11-10,437.4800109863281,447.4800109863281,435.510009765625,447.239990234375,447.239990234375,4440600.0,False
2023-11-11,,,,,,,True
2023-11-12,,,,,,,True
2023-11-13,447.25,448.4299926757813,442.6000061035156,444.6199951171875,444.6199951171875,2896100.0,False
2023-11-14,448.7799987792969,454.0799865722656,445.6400146484375,448.6499938964844,448.6499938964844,4060900.0,False
2023-11-15,452.80999755859375,462.75,452.4500122070313,461.9400024414063,461.9400024414063,5035300.0,False
2023-11-16,463.0,467.2799987792969,459.6499938964844,466.9500122070313,466.9500122070313,3656000.0,False
2023-11-17,466.9500122070313,467.6499938964844,462.760009765625,465.9100036621094,465.9100036621094,2798500.0,False
2023-11-18,,,,,,,True
2023-11-19,,,,,,,True
2023-11-20,465.3999938964844,476.760009765625,465.3999938964844,474.4700012207031,474.4700012207031,3617600.0,False
2023-11-21,472.6300048828125,477.0199890136719,471.2099914550781,474.9500122070313,474.9500122070313,2997700.0,False
2023-11-22,476.7999877929688,482.7000122070313,476.55999755859375,478.0,478.0,2841600.0,False
2023-11-23,,,,,,,False
2023-11-24,477.1099853515625,480.3999938964844,475.2000122070313,479.55999755859375,479.55999755859375,1404700.0,False
2023-11-25,,,,,,,True
2023-11-26,,,,,,,True
2023-11-27,479.0299987792969,482.0,475.3500061035156,479.1700134277344,479.1700134277344,3625900.0,False
2023-11-28,478.1099853515625,480.5,475.9500122070313,479.0,479.0,2890200.0,False
2023-11-29,479.0,480.989990234375,474.489990234375,477.1900024414063,477.1900024414063,2855500.0,False
2023-11-30,475.30999755859375,478.5899963378906,470.4200134277344,473.9700012207031,473.9700012207031,4287300.0,False
2023-12-01,473.1700134277344,475.2300109863281,464.6000061035156,465.739990234375,465.739990234375,4338100.0,False
2023-12-02,,,,,,,True
2023-12-03,,,,,,,True
2023-12-04,460.989990234375,461.2000122070313,451.2000122070313,453.8999938964844,453.8999938964844,5157700.0,False
2023-12-05,450.7000122070313,456.3900146484375,449.5799865722656,455.1499938964844,455.1499938964844,3380700.0,False
2023-12-06,460.0,460.5,445.7300109863281,446.7300109863281,446.7300109863281,4178800.0,False
2023-12-07,450.8500061035156,452.8900146484375,448.3200073242188,452.0,452.0,3506700.0,False
2023-12-08,450.760009765625,455.5,450.760009765625,453.760009765625,453.760009765625,3456100.0,False
2023-12-09,,,,,,,True
2023-12-10,,,,,,,True
2023-12-11,459.3599853515625,470.6499938964844,457.2099914550781,459.8900146484375,459.8900146484375,4929700.0,False
2023-12-12,465.2300109863281,465.6099853515625,459.2000122070313,463.0,463.0,3302700.0,False
2023-12-13,461.9800109863281,481.25,461.9800109863281,479.9800109863281,479.9800109863281,5820200.0,False
2023-12-14,480.3599853515625,480.760009765625,464.760009765625,469.8299865722656,469.8299865722656,5176400.0,False
2023-12-15,467.2999877929688,473.0,467.2999877929688,472.05999755859375,472.05999755859375,7838300.0,False
2023-12-16,,,,,,,True
2023-12-17,,,,,,,True
2023-12-18,476.2999877929688,492.0400085449219,475.1000061035156,486.1199951171875,486.1199951171875,6410700.0,False
2023-12-19,488.3999938964844,496.1400146484375,484.05999755859375,495.0199890136719,495.0199890136719,3849000.0,False
2023-12-20,492.0,500.8900146484375,488.3900146484375,489.2699890136719,489.2699890136719,4563700.0,False
2023-12-21,492.6600036621094,494.3999938964844,486.7699890136719,491.6099853515625,491.6099853515625,2756200.0,False
2023-12-22,494.0,496.0199890136719,485.4500122070313,486.760009765625,486.760009765625,2701100.0,False
2023-12-23,,,,,,,True
2023-12-24,,,,,,,True
2023-12-25,,,,,,,False
2023-12-26,489.3900146484375,491.4800109863281,486.3800048828125,491.1900024414063,491.1900024414063,2034500.0,False
2023-12-27,491.239990234375,494.0199890136719,489.25,491.7900085449219,491.7900085449219,2561300.0,False
2023-12-28,492.0,492.8900146484375,489.0700073242188,490.510009765625,490.510009765625,1710500.0,False
2023-12-29,490.3699951171875,492.2300109863281,481.9400024414063,486.8800048828125,486.8800048828125,2739500.0,False
2023-12-30,,,,,,,True
2023-12-31,,,,,,,True
2024-01-01,,,,,,,False
2024-01-02,483.1900024414063,484.6499938964844,461.8599853515625,468.5,468.5,5045500.0,False
2024-01-03,467.3200073242188,475.0499877929688,465.772705078125,472.9800109863281,472.9800109863281,1887156.0,False
2024-01-04,472.9800109863281,480.739990234375,466.5299987792969,474.6700134277344,474.6700134277344,3636500.0,False
2024-01-05,476.5,479.54998779296875,471.79998779296875,474.05999755859375,474.05999755859375,2612500.0,False
2024-01-06,,,,,,,True
2024-01-07,,,,,,,True
2024-01-08,476.5,477.0,473.8900146484375,476.0199890136719,476.0199890136719,88207.0,False
