Date,BA_Open,BA_High,BA_Low,BA_Close,BA_Adj Close,BA_Volume,is_weekend
2023-07-10,211.83999633789065,213.58999633789065,211.22000122070312,213.3099975585937,213.3099975585937,3497100.0,False
2023-07-11,212.9199981689453,218.97999572753903,211.3500061035156,218.759994506836,218.759994506836,7458400.0,False
2023-07-12,219.509994506836,221.5599975585937,216.9199981689453,217.1100006103516,217.1100006103516,5123200.0,False
2023-07-13,218.1300048828125,218.8999938964844,216.3000030517578,216.8500061035156,216.8500061035156,4291700.0,False
2023-07-14,217.0,217.0200042724609,212.8099975585937,213.1199951171875,213.1199951171875,4287900.0,False
2023-07-15,,,,,,,True
2023-07-16,,,,,,,True
2023-07-17,212.5,214.22999572753903,211.7400054931641,211.8699951171875,211.8699951171875,3621500.0,False
2023-07-18,211.0,213.0399932861328,209.57000732421875,211.57000732421875,211.57000732421875,5895800.0,False
2023-07-19,211.1199951171875,211.8699951171875,208.2400054931641,208.6000061035156,208.6000061035156,4814100.0,False
2023-07-20,208.8300018310547,215.1000061035156,208.8000030517578,213.6100006103516,213.6100006103516,5782200.0,False
2023-07-21,213.88999938964844,215.6000061035156,211.63999938964844,211.8000030517578,211.8000030517578,4053200.0,False
2023-07-22,,,,,,,True
2023-07-23,,,,,,,True
2023-07-24,212.0599975585937,215.94000244140625,211.4600067138672,215.8699951171875,215.8699951171875,4898300.0,False
2023-07-25,214.1999969482422,214.82000732421875,210.8099975585937,214.1199951171875,214.1199951171875,6513300.0,False
2023-07-26,222.1600036621093,233.08999633789065,221.7700042724609,232.8000030517578,232.8000030517578,24923800.0,False
2023-07-27,235.25,238.6699981689453,231.8300018310547,233.75,233.75,12018300.0,False
2023-07-28,236.1199951171875,240.1300048828125,235.6999969482422,238.69000244140625,238.69000244140625,7054600.0,False
2023-07-29,,,,,,,True
2023-07-30,,,,,,,True
2023-07-31,238.9900054931641,239.07000732421875,236.2100067138672,238.8500061035156,238.8500061035156,4894900.0,False
2023-08-01,237.5500030517578,243.1000061035156,237.3099975585937,238.009994506836,238.009994506836,4975200.0,False
2023-08-02,234.9900054931641,236.67999267578125,230.69000244140625,231.3800048828125,231.3800048828125,5326700.0,False
2023-08-03,231.0,233.5800018310547,230.3999938964844,231.3600006103516,231.3600006103516,3282900.0,False
2023-08-04,232.2899932861328,234.9100036621093,230.0800018310547,231.3600006103516,231.3600006103516,3497900.0,False
2023-08-05,,,,,,,True
2023-08-06,,,,,,,True
2023-08-07,232.7400054931641,238.97999572753903,232.7400054931641,238.25,238.25,6068000.0,False
2023-08-08,236.5200042724609,240.72999572753903,236.0,238.0399932861328,238.0399932861328,5149200.0,False
2023-08-09,238.5399932861328,241.2400054931641,236.4100036621093,237.8600006103516,237.8600006103516,4044400.0,False
2023-08-10,238.4499969482422,241.5800018310547,237.0399932861328,238.259994506836,238.259994506836,3710800.0,False
2023-08-11,237.6100006103516,238.259994506836,235.1199951171875,235.72000122070312,235.72000122070312,2651000.0,False
2023-08-12,,,,,,,True
2023-08-13,,,,,,,True
2023-08-14,237.0,238.6499938964844,235.75,236.7100067138672,236.7100067138672,2486300.0,False
2023-08-15,235.0,235.5599975585937,231.5399932861328,232.259994506836,232.259994506836,3201900.0,False
2023-08-16,231.5,234.6699981689453,229.6000061035156,229.9499969482422,229.9499969482422,2273300.0,False
2023-08-17,230.57000732421875,231.63999938964844,224.259994506836,224.5399932861328,224.5399932861328,4359400.0,False
2023-08-18,222.22999572753903,226.7899932861328,221.67999267578125,226.6499938964844,226.6499938964844,3580100.0,False
2023-08-19,,,,,,,True
2023-08-20,,,,,,,True
2023-08-21,226.8000030517578,227.69000244140625,225.1000061035156,227.22000122070312,227.22000122070312,2734600.0,False
2023-08-22,228.0800018310547,230.47999572753903,226.92999267578125,230.07000732421875,230.07000732421875,3012900.0,False
2023-08-23,230.0,230.5399932861328,227.1100006103516,228.5800018310547,228.5800018310547,3004500.0,False
2023-08-24,222.509994506836,224.1999969482422,217.08999633789065,217.3099975585937,217.3099975585937,9132600.0,False
2023-08-25,218.4100036621093,223.7700042724609,212.8800048828125,223.4100036621093,223.4100036621093,12352300.0,False
2023-08-26,,,,,,,True
2023-08-27,,,,,,,True
2023-08-28,224.2100067138672,227.4499969482422,223.2899932861328,227.0599975585937,227.0599975585937,4641800.0,False
2023-08-29,225.8800048828125,229.3999938964844,225.6600036621093,227.25,227.25,3716700.0,False
2023-08-30,227.0800018310547,231.1699981689453,226.6499938964844,228.8500061035156,228.8500061035156,3328300.0,False
2023-08-31,229.3300018310547,230.42999267578125,222.92999267578125,224.02999877929688,224.02999877929688,6953800.0,False
2023-09-01,226.0,226.22999572753903,221.9499969482422,223.3999938964844,223.3999938964844,3655600.0,False
2023-09-02,,,,,,,True
2023-09-03,,,,,,,True
2023-09-04,,,,,,,False
2023-09-05,223.1000061035156,224.08999633789065,221.1999969482422,222.57000732421875,222.57000732421875,3246500.0,False
2023-09-06,221.7700042724609,222.7899932861328,216.4199981689453,217.9499969482422,217.9499969482422,4233500.0,False
2023-09-07,217.5,220.5500030517578,214.8600006103516,216.0500030517578,216.0500030517578,4929600.0,False
2023-09-08,215.8300018310547,216.0,210.509994506836,211.2700042724609,211.2700042724609,5752000.0,False
2023-09-09,,,,,,,True
2023-09-10,,,,,,,True
2023-09-11,213.759994506836,214.1999969482422,208.7700042724609,211.009994506836,211.009994506836,4522300.0,False
2023-09-12,209.3500061035156,212.259994506836,208.5800018310547,210.6499938964844,210.6499938964844,3256500.0,False
2023-09-13,210.0,212.17999267578125,207.75,208.3999938964844,208.3999938964844,3538100.0,False
2023-09-14,209.13999938964844,210.44000244140625,208.1000061035156,209.0500030517578,209.0500030517578,3974800.0,False
2023-09-15,209.27999877929688,209.8300018310547,206.8800048828125,208.1100006103516,208.1100006103516,4668500.0,False
2023-09-16,,,,,,,True
2023-09-17,,,,,,,True
2023-09-18,207.9100036621093,207.9100036621093,204.97999572753903,205.1199951171875,205.1199951171875,4299200.0,False
2023-09-19,205.3999938964844,205.6600036621093,202.38999938964844,204.47999572753903,204.47999572753903,4039900.0,False
2023-09-20,205.8699951171875,206.25,202.3099975585937,202.3699951171875,202.3699951171875,3738800.0,False
2023-09-21,201.0,203.6000061035156,199.7100067138672,199.9499969482422,199.9499969482422,4745700.0,False
2023-09-22,199.9600067138672,200.7400054931641,197.13999938964844,197.7100067138672,197.7100067138672,4450900.0,False
2023-09-23,,,,,,,True
2023-09-24,,,,,,,True
2023-09-25,196.83999633789065,198.97999572753903,195.19000244140625,198.77999877929688,198.77999877929688,3527100.0,False
2023-09-26,197.7899932861328,199.38999938964844,195.4199981689453,195.63999938964844,195.63999938964844,3666300.0,False
2023-09-27,196.009994506836,196.3999938964844,192.7700042724609,195.4600067138672,195.4600067138672,4015500.0,False
2023-09-28,193.6999969482422,195.259994506836,190.02999877929688,190.42999267578125,190.42999267578125,8009500.0,False
2023-09-29,191.9199981689453,192.9499969482422,190.1699981689453,191.67999267578125,191.67999267578125,5155400.0,False
2023-09-30,,,,,,,True
2023-10-01,,,,,,,True
2023-10-02,191.47000122070312,192.44000244140625,186.92999267578125,187.8300018310547,187.8300018310547,5244700.0,False
2023-10-03,188.6300048828125,192.4900054931641,188.1999969482422,188.9199981689453,188.9199981689453,7285500.0,False
2023-10-04,188.8500061035156,190.6300048828125,184.33999633789065,186.72999572753903,186.72999572753903,7419800.0,False
2023-10-05,186.1600036621093,188.1000061035156,184.13999938964844,186.2899932861328,186.2899932861328,4331700.0,False
2023-10-06,185.3699951171875,188.63999938964844,182.5500030517578,187.3800048828125,187.3800048828125,5359600.0,False
2023-10-07,,,,,,,True
2023-10-08,,,,,,,True
2023-10-09,188.0,189.4900054931641,185.67999267578125,188.4900054931641,188.4900054931641,4575800.0,False
2023-10-10,190.009994506836,194.3000030517578,188.759994506836,193.52999877929688,193.52999877929688,8062400.0,False
2023-10-11,195.47000122070312,199.6199951171875,194.2700042724609,196.07000732421875,196.07000732421875,7394000.0,False
2023-10-12,195.1000061035156,195.6999969482422,189.9600067138672,191.3000030517578,191.3000030517578,5668300.0,False
2023-10-13,186.2700042724609,187.2899932861328,183.17999267578125,184.9100036621093,184.9100036621093,8215700.0,False
2023-10-14,,,,,,,True
2023-10-15,,,,,,,True
2023-10-16,185.9100036621093,186.22999572753903,182.5,184.92999267578125,184.92999267578125,4701000.0,False
2023-10-17,183.75,188.3300018310547,183.3000030517578,185.6000061035156,185.6000061035156,5121800.0,False
2023-10-18,187.22000122070312,190.25,185.0500030517578,185.69000244140625,185.69000244140625,6268100.0,False
2023-10-19,185.5,187.0500030517578,182.5399932861328,182.7899932861328,182.7899932861328,4043700.0,False
2023-10-20,182.67999267578125,183.38999938964844,179.85000610351562,180.0399932861328,180.0399932861328,4514100.0,False
2023-10-21,,,,,,,True
2023-10-22,,,,,,,True
2023-10-23,179.44000244140625,183.72000122070312,178.42999267578125,181.02999877929688,181.02999877929688,4146200.0,False
2023-10-24,183.2100067138672,184.3500061035156,181.8000030517578,182.3600006103516,182.3600006103516,4652900.0,False
2023-10-25,186.0,187.0,176.25,177.72999572753906,177.72999572753906,13806400.0,False
2023-10-26,177.11000061035156,182.9499969482422,176.52999877929688,179.08999633789062,179.08999633789062,6961800.0,False
2023-10-27,180.0,182.3300018310547,179.00999450683594,179.69000244140625,179.69000244140625,4606300.0,False
2023-10-28,,,,,,,True
2023-10-29,,,,,,,True
2023-10-30,179.4199981689453,184.1600036621093,179.4199981689453,182.3500061035156,182.3500061035156,5507100.0,False
2023-10-31,183.3800048828125,187.2899932861328,181.32000732421875,186.82000732421875,186.82000732421875,5043000.0,False
2023-11-01,189.69000244140625,190.77999877929688,187.5,189.3800048828125,189.3800048828125,5832200.0,False
2023-11-02,190.8999938964844,192.94000244140625,190.33999633789065,192.009994506836,192.009994506836,4313000.0,False
2023-11-03,194.0,197.13999938964844,193.7100067138672,195.0500030517578,195.0500030517578,4483200.0,False
2023-11-04,,,,,,,True
2023-11-05,,,,,,,True
2023-11-06,195.8800048828125,196.1499938964844,192.4600067138672,192.9499969482422,192.9499969482422,4222200.0,False
2023-11-07,192.1699981689453,192.1699981689453,189.57000732421875,191.4100036621093,191.4100036621093,4012900.0,False
2023-11-08,191.4499969482422,192.44000244140625,190.13999938964844,191.8300018310547,191.8300018310547,2984200.0,False
2023-11-09,193.02999877929688,197.07000732421875,192.5599975585937,193.3300018310547,193.3300018310547,4576300.0,False
2023-11-10,195.0,197.259994506836,194.2100067138672,196.6499938964844,196.6499938964844,4788500.0,False
2023-11-11,,,,,,,True
2023-11-12,,,,,,,True
2023-11-13,203.4900054931641,206.8500061035156,202.509994506836,204.5399932861328,204.5399932861328,13040300.0,False
2023-11-14,207.25,208.5599975585937,205.97999572753903,207.47000122070312,207.47000122070312,7280100.0,False
2023-11-15,208.2100067138672,211.08999633789065,207.6000061035156,208.7100067138672,208.7100067138672,5205900.0,False
2023-11-16,207.5,207.88999938964844,204.8099975585937,206.6000061035156,206.6000061035156,4655100.0,False
2023-11-17,208.3600006103516,209.4199981689453,206.82000732421875,208.0399932861328,208.0399932861328,3564600.0,False
2023-11-18,,,,,,,True
2023-11-19,,,,,,,True
2023-11-20,211.009994506836,218.8800048828125,210.94000244140625,217.7100067138672,217.7100067138672,11568100.0,False
2023-11-21,216.5,219.3800048828125,216.07000732421875,218.2700042724609,218.2700042724609,5362100.0,False
2023-11-22,218.0,221.5,217.6999969482422,219.9100036621093,219.9100036621093,5384400.0,False
2023-11-23,,,,,,,False
2023-11-24,220.6100006103516,221.58999633789065,218.9600067138672,220.0,220.0,2312100.0,False
2023-11-25,,,,,,,True
2023-11-26,,,,,,,True
2023-11-27,218.8099975585937,219.52999877929688,217.6600036621093,219.3000030517578,219.3000030517578,3691200.0,False
2023-11-28,222.009994506836,224.8000030517578,219.4100036621093,222.3699951171875,222.3699951171875,7817800.0,False
2023-11-29,223.3500061035156,224.9900054931641,221.33999633789065,224.42999267578125,224.42999267578125,5424400.0,False
2023-11-30,225.0,233.0,225.0,231.6300048828125,231.6300048828125,8736200.0,False
2023-12-01,231.7700042724609,235.3800048828125,231.3800048828125,233.8699951171875,233.8699951171875,6951000.0,False
2023-12-02,,,,,,,True
2023-12-03,,,,,,,True
2023-12-04,231.3000030517578,234.94000244140625,230.07000732421875,234.8699951171875,234.8699951171875,5228500.0,False
2023-12-05,233.5399932861328,234.7400054931641,231.4900054931641,234.1600036621093,234.1600036621093,3589800.0,False
2023-12-06,234.77999877929688,239.22999572753903,234.42999267578125,236.88999938964844,236.88999938964844,4740600.0,False
2023-12-07,236.8999938964844,238.3000030517578,230.0,237.3300018310547,237.3300018310547,6363700.0,False
2023-12-08,237.32000732421875,244.6999969482422,237.32000732421875,244.6999969482422,244.6999969482422,7164400.0,False
2023-12-09,,,,,,,True
2023-12-10,,,,,,,True
2023-12-11,243.5,248.0800018310547,243.3099975585937,248.0800018310547,248.0800018310547,7545000.0,False
2023-12-12,247.9499969482422,250.57000732421875,247.3999938964844,248.6300048828125,248.6300048828125,5719200.0,False
2023-12-13,249.1000061035156,251.8699951171875,247.52999877929688,250.9100036621093,250.9100036621093,5513400.0,False
2023-12-14,250.9100036621093,257.1199951171875,249.259994506836,256.239990234375,256.239990234375,7883600.0,False
2023-12-15,255.6999969482422,265.5199890136719,255.6999969482422,264.2699890136719,264.2699890136719,14989000.0,False
2023-12-16,,,,,,,True
2023-12-17,,,,,,,True
2023-12-18,260.6300048828125,263.1300048828125,260.25,260.4100036621094,260.4100036621094,6140100.0,False
2023-12-19,261.0400085449219,265.3399963378906,260.79998779296875,263.510009765625,263.510009765625,6089500.0,False
2023-12-20,262.25,266.1300048828125,260.1499938964844,260.25,260.25,5151700.0,False
2023-12-21,265.95001220703125,267.5400085449219,260.19000244140625,262.0199890136719,262.0199890136719,6487200.0,False
2023-12-22,261.8299865722656,262.8399963378906,259.20001220703125,260.44000244140625,260.44000244140625,4430500.0,False
2023-12-23,,,,,,,True
2023-12-24,,,,,,,True
2023-12-25,,,,,,,False
2023-12-26,259.79998779296875,263.760009765625,259.5400085449219,262.7900085449219,262.7900085449219,3938600.0,False
2023-12-27,262.6300048828125,264.6600036621094,260.8999938964844,262.1000061035156,262.1000061035156,3484900.0,False
2023-12-28,261.5299987792969,262.1000061035156,257.67999267578125,260.3500061035156,260.3500061035156,5096400.0,False
2023-12-29,260.6700134277344,262.2200012207031,259.5599975585937,260.6600036621094,260.6600036621094,3681900.0,False
2023-12-30,,,,,,,True
2023-12-31,,,,,,,True
2024-01-01,,,,,,,False
2024-01-02,257.2799987792969,258.5899963378906,250.8699951171875,251.759994506836,251.759994506836,5803000.0,False
2024-01-03,248.32000732421875,250.1300048828125,245.0,246.3800048828125,246.3800048828125,3750022.0,False
