future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader,Date,^GSPC_Close,EURUSD=X_Close,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,mean_future,mean_influential,mean_trustworthy,mean_clickbait,norm_rsi_14,norm_rsi_gspc_14,norm_slowk_14,vwap_14,norm_roc_14,log_return_1,log_return_7,log_return_14,log_return_28,log_return_gspc_1,log_return_gspc_7,log_return_gspc_14,log_return_gspc_28,target_1,target_7,target_14,target_28,minmax_^GSPC_Volume,minmax_BTC-USD_Volume,minmax_daily_variation,minmax_high_close_pressure,minmax_low_open_pressure,minmax_low_norm,minmax_close_norm,minmax_high_norm,minmax_open_norm
0.4961615800857544,0.9877012372016908,0.7730840444564819,0.4880065321922302,-0.54915114,0.5590633153915405,0.9337,-0.2724676973282933,0.2773857379326472,0.4632660673260688,-0.5423972603887189,0.5521875282863037,0.9222166451752186,-0.4245399843290877,0.4322029289701419,0.7218285723090172,-0.2679893434808099,0.2728265498201168,0.4556516991078853,2023-08-05,4478.02978515625,1.095158338546753,29075.388671875,29102.46484375,28957.796875,29042.126953125,0.1560613693101409,0.3106689710242677,0.2431638389833571,0.1534963018157307,0.4230451245920353,0.4139890592617127,0.2301025100012603,29326.923551757434,-0.0245089552607946,-0.001100031889921,-0.0107807949577445,-0.0248142991361941,-0.0421540816467427,0.0,-0.02300260533368,-0.0129373154844056,0.0178172491140227,-9.347994529562698e-06,0.0127901193958397,-0.1069575250104275,-0.1157098654156723,0.2946592890498981,0.0003384472459844,0.0046879346550088,0.0128792533540856,0.985837167331978,0.6220804495204111,0.4625173012813643,0.3605030229555395,0.4866693193809039
0.3600481003522873,0.9814027945200602,0.8198637366294861,0.2203291356563568,0.195165212,0.7228884057452282,0.3103999999999999,0.0244778219241345,0.2449447112854871,0.0761658488228916,0.1895985699364162,0.7085476154751968,0.3023233520627021,0.2449862604969492,0.627373185789732,0.3406258526861668,-0.0205088468232381,0.1335454061223128,0.0046801041752099,2023-08-06,4478.02978515625,1.095158338546753,29043.701171875,29160.822265625,28963.833984375,29041.85546875,0.115196127344171,0.4001565124914384,0.4043284329909493,0.0392388878247615,0.4230064006361849,0.4139890592617128,0.2679196434156171,29274.15866064064,-0.034658453353194,-9.347994529562698e-06,-0.0080063691648355,-0.0352733059141154,-0.0381508848539322,0.0,-0.02300260533368,-0.0129373154844056,0.0178172491140227,0.0047652738023771,0.0082661266659265,-0.1033763075957914,-0.1118127518794551,0.2946592890498981,0.0022875549553941,0.0107927685886166,0.0254214255618217,0.9903702489952644,0.6253637385806339,0.4657602148091946,0.3681378078004746,0.4881045308607792
0.2924809927741686,0.9692361950874328,0.7670154306623671,0.2507758827673064,-0.0733671785555555,0.6053177306635513,0.5373111111111111,-0.0283316581437411,0.1832831218544772,0.1422913700366185,-0.0717538826485266,0.5871219557602976,0.5187349736140834,-0.0486798229078363,0.4593950869328086,0.4029751143270069,-0.0135660045966701,0.1366426196639931,0.1278898321205543,2023-08-07,4518.43994140625,1.1002674102783203,29038.513671875,29244.28125,28724.140625,29180.578125,0.0990809445824515,0.3447010155752847,0.2712301261173264,0.0836554823959591,0.4506763618149869,0.5166534352487752,0.3933618897101659,29243.25039742517,0.000125513929335,0.0047652738023771,-0.0016960325400159,0.00012550605312,-0.0414151498567214,0.0089836189648568,-0.0154866218053921,-0.0079797350164234,0.0243987294682526,0.0198463869790526,0.0077784669382658,-0.1106435402627745,-0.1226477381858668,0.2161362795433165,0.0207160358391393,0.0483963262945436,0.013614836997203,0.962088624026883,0.6135417839461152,0.4763387641285543,0.3760242757498304,0.4898792927838249
0.3558296840637922,0.9793100655078888,0.8586987629532814,0.3183193746954202,0.3454519248125,0.8582065339433029,0.3737,0.1459937609697161,0.3118607382625327,0.1374071074483916,0.3420676709933787,0.8411657380943003,0.3693367974735796,0.3541965456991223,0.7385478142404752,0.3852633140318095,0.1271679441463473,0.2718270436221901,0.1204544905403628,2023-08-08,4499.3798828125,1.100315809249878,29180.01953125,30176.796875,29113.814453125,29765.4921875,0.1984205355602134,0.5175234021870861,0.4926692246571356,0.1731498261029667,0.5489044046499124,0.4744343733422731,0.7293644714724131,29290.786991594137,0.0184108656637903,0.0198463869790526,0.0030201206129483,0.0182434375519324,-0.0283347112432537,-0.004227205100058,-0.0170451815977674,-0.0150176596923206,0.01345194036994,-0.0068771014170607,-0.020197040159541,-0.1340363967610791,-0.1437514265893487,0.2634140502003613,0.0321893489721467,0.1109573501112001,0.0874790731167336,0.9920548088449116,0.6329003663207917,0.5098511914449537,0.4370147872750116,0.4964377267379074
0.3599993536869685,0.9782674113909404,0.8585085471471151,0.2634171065356996,-0.0346566276666666,0.5902507601098883,0.2085555555555555,0.0109930854812439,0.2010726789033979,0.045516480171846,-0.0353843219778081,0.5771342909487529,0.205125477172931,-0.0011369323463037,0.511701802797103,0.1545230700353781,0.0263387481442558,0.1352059832651542,0.080371046850168,2023-08-09,4467.7099609375,1.0958904027938845,29766.6953125,30093.435546875,29376.80078125,29561.494140625,0.0858607481854959,0.2489584820479586,0.2216959801620591,0.0806385927531926,0.5143588589513935,0.4139109338414496,0.59513522266374,29324.467542968843,0.0070353151676681,-0.0068771014170607,0.0139505267127972,0.0070106828014075,-0.0276951431213472,-0.0070636191020465,-0.0101726000614785,-0.021925827815691,-0.0009955839674962,-0.0044719489893285,-0.0295135235811834,-0.1119108397948576,-0.1379123389738819,0.2535217398664581,0.0345376576619279,0.0692190678030811,0.1109070789263537,0.954131435581074,0.6458394800983018,0.4950146956553682,0.4288876745712582,0.5348616052483597
0.3187988155654498,0.9846471888678414,0.878051391669682,0.2715660844530377,0.173222155,0.7719548170986984,0.3637285714285714,0.0287971147942778,0.2170743507439185,0.0776196556458515,0.1707650131021892,0.7603669302567504,0.3578338277689048,0.1851967390322785,0.7021848361938338,0.3249647104203701,0.0233849775868552,0.2021148743876329,0.0739526984146663,2023-08-10,4468.830078125,1.0977671146392822,29563.97265625,29688.564453125,29354.447265625,29429.591796875,0.1078303737280159,0.4296552570426148,0.4041154285488275,0.0998175167963848,0.4927642320691072,0.41674498112106,0.5083444283944462,29337.801807563028,0.0074939122577465,-0.0044719489893285,0.0085623969442938,0.007465972396373,-0.0672262101101406,0.0002506825210808,-0.0073706920901059,-0.0152297522394135,-0.0091793844360417,-0.0010837469218056,-0.0986656946879183,-0.1176784565666544,-0.114708284482603,0.3383179807643476,0.0156278230270104,0.0260611487646932,0.0543647269893517,0.975181673516202,0.6438270727750353,0.485966836271678,0.400088095363192,0.5198455947869176
0.301208721473813,0.9380937144160272,0.7666700929403305,0.3565304465591907,-0.385021342125,0.69921149907168,-0.0287749999999999,-0.1701487339304604,0.2280153287600285,-0.0381731745241209,-0.3535994815300707,0.6671299462437301,-0.0330696713656187,-0.3365763601863004,0.5441703739953739,-0.0642205020025372,-0.130295834807507,0.250543905227519,-0.0214685664221644,2023-08-11,4464.0498046875,1.0981649160385132,29424.90234375,29517.7734375,29253.517578125,29397.71484375,0.006564473435149,0.0934869311160135,0.0477911706021787,0.0329265013326158,0.4874381485721628,0.4076846964618213,0.4873696223224062,29341.832360024346,0.0026763563343031,-0.0010837469218056,0.0110694835687841,0.0026727812700322,-0.0313545042621843,-0.0010702648992282,-0.003126787615395,-0.0261293929490751,-0.0092247171383625,0.0006206039371345,-0.1209161964199232,-0.1209887020817888,-0.1264556874213056,0.247498808956646,0.010779510499049,0.0182198423379892,0.0253223678880291,0.979603492423164,0.6379130706355556,0.4837310738832805,0.3880574580537972,0.5099085041368601
0.3128586560487747,0.961023966471354,0.7843347589174906,0.2478600492080052,-0.3230337276666666,0.7930982044587532,-0.5856,-0.1202762896973798,0.238134509445218,-0.1664875023022294,-0.3087825346464768,0.7583680981626518,-0.5589648950874805,-0.2153491055748748,0.608704172484127,-0.4552105076928933,-0.1398873186573217,0.1950477447315166,-0.1262921459411581,2023-08-12,4464.0498046875,1.0981649160385132,29399.787109375,29465.11328125,29357.587890625,29415.96484375,-0.0162097608514637,-0.0364597771904351,-0.0206184802612136,-0.0237105732889877,0.4908312844731257,0.4076846964618213,0.4993779911685027,29344.450992727627,0.0020113444831931,0.0006206039371345,0.0127901193958397,0.0020093244380952,-0.0294717593811917,0.0,-0.003126787615395,-0.0261293929490751,-0.0092247171383625,-0.0045333407244427,-0.1197476444062672,-0.1231155680053692,-0.1274614769215194,0.247498808956646,-0.0008343381527851,0.0002339277488467,0.0103750840092172,0.9949735791118468,0.6436291917763037,0.4847036140319172,0.3842536636623739,0.5079827073752945
0.3739329064264893,0.9770894721150398,0.8212162032723427,0.2347591752186417,-0.036416005375,0.6745555769884959,0.335325,-0.0246717291316786,0.2636026366017124,0.0968925188553519,-0.0337089027663598,0.6610957057690281,0.329204072805494,0.0068237699099303,0.5463122313697262,0.3289792397171259,-0.0109243008092605,0.1732778587109046,0.0743100124369375,2023-08-13,4464.0498046875,1.0981649160385132,29416.59375,29441.43359375,29265.806640625,29282.9140625,0.1119411421084619,0.3188636252693874,0.2940384136655941,0.0788878567795272,0.4665807648492338,0.4076846964618213,0.4118315332774724,29348.11152505888,0.0002597912409922,-0.0045333407244427,0.0082661266659265,0.0002597575010909,-0.0324633085771477,0.0,-0.003126787615395,-0.0261293929490751,-0.0092247171383625,0.0042776140747164,-0.1116424342617179,-0.1154638622399328,-0.1253814041019332,0.247498808956646,0.0024619892056325,0.0080487886654722,0.0334438670753958,0.9820497517481884,0.6382526841172271,0.4761956081872438,0.3823720865144502,0.5088947158563677
0.3906203135848045,0.9801928003629048,0.7804991006851196,0.2877943416436513,0.1237194317333333,0.5342620598773161,0.5006666666666667,0.0105716110243655,0.1947477030574272,0.1690374384445448,0.1234882876649327,0.525148544088941,0.4909317071219286,0.1737878433066911,0.4248999633264013,0.4549895035088062,0.0025930644455158,0.1726494310937124,0.0843532055358092,2023-08-14,4489.72021484375,1.094439148902893,29283.263671875,29660.25390625,29124.10546875,29408.443359375,0.1247855841754458,0.3798561796252674,0.3512257700472995,0.0865319003583457,0.4920782850176655,0.4830625216233465,0.4944289085030149,29356.338903107207,0.0061009699637513,0.0042776140747164,0.0077784669382658,0.0060824343982499,-0.0247667292083182,0.0057340048794181,-0.0063764017008338,-0.021863023506226,-0.0073386818333656,-0.0081291201187543,-0.1184220072010404,-0.1191108884895282,-0.1559208992441316,0.2648046084308941,0.021864214296184,0.0497374795021835,0.053367951168868,0.980966959325398,0.6298105929268327,0.4834943169304879,0.3968514378605368,0.4990704595128443
